protein1 protein2 experimental database textmining combined_score
511145.b1755 511145.b2425 0 540 0 540
511145.b1755 511145.b4088 0 540 0 540
511145.b1755 511145.b1245 0 540 0 540
511145.b1755 511145.b3476 0 540 0 540
511145.b1755 511145.b0854 0 540 0 540
511145.b1755 511145.b3452 0 540 0 540
511145.b1755 511145.b1291 0 540 0 540
511145.b1755 511145.b1514 0 540 0 540
511145.b1755 511145.b3478 0 540 0 540
511145.b1755 511145.b3453 0 540 0 540
511145.b1755 511145.b2178 0 540 0 540
511145.b1755 511145.b4261 0 540 0 540
511145.b1755 511145.b1857 0 540 0 540
511145.b1755 511145.b1711 0 540 0 540
511145.b1755 511145.b1900 0 540 0 540
511145.b1755 511145.b1243 0 540 0 540
511145.b1755 511145.b1247 0 540 0 540
511145.b1755 511145.b4287 0 540 0 540
511145.b1755 511145.b0592 0 540 0 540
511145.b1755 511145.b1310 0 540 0 540
511145.b1755 511145.b0793 0 540 0 540
511145.b1755 511145.b1484 0 540 0 540
511145.b1755 511145.b1442 0 540 0 540
511145.b1755 511145.b2678 0 540 0 540
511145.b1755 511145.b3751 0 540 0 540
511145.b1755 511145.b0763 0 540 0 540
511145.b1755 511145.b4262 0 540 0 540
511145.b1755 511145.b1513 0 540 0 540
511145.b1755 511145.b4231 0 540 0 540
511145.b1755 511145.b0864 0 540 0 540
511145.b1755 511145.b0830 0 540 0 540
511145.b1755 511145.b3542 0 540 0 540
511145.b1755 511145.b3270 0 540 0 540
511145.b1755 511145.b0933 0 540 0 540
511145.b1755 511145.b0198 0 540 0 540
511145.b1755 511145.b0886 0 540 0 540
511145.b1755 511145.b3450 0 540 0 540
511145.b1755 511145.b0792 0 540 0 540
511145.b1755 511145.b0809 0 540 0 540
511145.b1755 511145.b3460 0 540 0 540
511145.b1755 511145.b4035 0 540 0 540
511145.b1755 511145.b0832 0 540 0 540
511145.b1755 511145.b2309 0 540 0 540
511145.b1755 511145.b3201 0 540 0 540
511145.b1755 511145.b1244 0 540 0 540
511145.b1755 511145.b2547 0 540 0 540
511145.b1755 511145.b3541 0 540 0 540
511145.b1755 511145.b2180 0 540 0 540
511145.b1755 511145.b2310 0 540 0 540
511145.b1755 511145.b3728 0 540 0 540
511145.b1755 511145.b1319 0 540 0 540
511145.b1755 511145.b0855 0 540 0 540
511145.b1755 511145.b4033 0 540 0 540
511145.b1755 511145.b2148 0 540 0 540
511145.b1755 511145.b3451 0 540 0 540
511145.b1755 511145.b0367 0 540 0 540
511145.b1755 511145.b1246 0 540 0 540
511145.b1755 511145.b1311 0 540 0 540
511145.b1755 511145.b3194 0 360 0 360
511145.b1755 511145.b2129 0 540 0 540
511145.b1755 511145.b3479 0 540 0 540
511145.b1755 511145.b0857 0 540 0 540
511145.b1755 511145.b0151 0 540 0 540
511145.b1755 511145.b3485 0 360 0 360
511145.b1755 511145.b3477 0 540 0 540
511145.b1755 511145.b2199 0 540 0 540
511145.b1755 511145.b1117 0 540 0 540
511145.b1755 511145.b2198 0 540 0 540
511145.b1755 511145.b3457 0 540 0 540
511145.b1755 511145.b1125 0 540 0 540
511145.b1755 511145.b1920 0 540 0 540
511145.b1755 511145.b2128 0 540 0 540
511145.b1755 511145.b0067 0 540 0 540
511145.b1755 511145.b2130 0 540 0 540
511145.b1755 511145.b1443 0 540 0 540
511145.b1755 511145.b0152 0 540 0 540
511145.b1755 511145.b0128 0 360 0 360
511145.b1755 511145.b2548 0 540 0 540
511145.b1755 511145.b0588 0 540 0 540
511145.b1755 511145.b0860 0 540 0 540
511145.b1755 511145.b3567 0 540 0 540
511145.b1755 511145.b0862 0 540 0 540
511145.b1755 511145.b2423 0 540 0 540
511145.b1755 511145.b0914 0 540 0 540
511145.b1755 511145.b4513 0 540 0 540
511145.b1755 511145.b2422 0 540 0 540
511145.b1755 511145.b1292 0 540 0 540
511145.b1755 511145.b2131 0 540 0 540
511145.b1755 511145.b1486 0 540 0 540
511145.b1755 511145.b1901 0 540 0 540
511145.b1755 511145.b3480 0 540 0 540
511145.b1755 511145.b2197 0 540 0 540
511145.b1755 511145.b4485 0 540 0 540
511145.b1755 511145.b2677 0 540 0 540
511145.b1755 511145.b1918 0 540 0 540
511145.b1755 511145.b1441 0 540 0 540
511145.b1755 511145.b0590 0 540 0 540
511145.b1755 511145.b2150 0 540 0 540
511145.b1755 511145.b3749 0 540 0 540
511145.b1755 511145.b1293 0 540 0 540
511145.b1755 511145.b0066 0 540 0 540
511145.b1755 511145.b4032 0 540 0 540
511145.b1755 511145.b0068 0 540 0 540
511145.b1755 511145.b3454 0 540 0 540
511145.b1755 511145.b2201 0 540 0 540
511145.b1755 511145.b1485 0 540 0 540
511145.b1755 511145.b2177 0 540 0 540
511145.b1755 511145.b1124 0 540 0 540
511145.b1755 511145.b0366 0 540 0 540
511145.b1755 511145.b2211 0 540 0 540
511145.b1755 511145.b2200 0 540 0 540
511145.b1755 511145.b0197 0 540 0 540
511145.b1755 511145.b4087 0 540 0 540
511145.b1755 511145.b1754 0 540 0 540
511145.b1755 511145.b0652 0 540 0 540
511145.b1755 511145.b0760 0 540 0 540
511145.b1755 511145.b1294 0 540 0 540
511145.b1755 511145.b0365 0 540 0 540
511145.b1755 511145.b3725 0 540 0 540
511145.b1755 511145.b2546 0 540 0 540
511145.b1755 511145.b1126 0 540 0 540
511145.b1755 511145.b3544 0 540 0 540
511145.b1755 511145.b4289 0 540 0 540
511145.b1755 511145.b3568 0 540 0 540
511145.b1755 511145.b0764 0 540 0 540
511145.b1755 511145.b1312 0 540 0 540
511145.b1755 511145.b4227 0 540 0 540
511145.b1755 511145.b0861 0 540 0 540
511145.b1755 511145.b3486 0 360 0 360
511145.b1755 511145.b3543 0 540 0 540
511145.b1755 511145.b1859 0 540 0 540
511145.b1755 511145.b4460 0 540 0 540
511145.b1755 511145.b0655 0 540 0 540
511145.b1755 511145.b0589 0 540 0 540
511145.b1755 511145.b3917 0 540 0 540
511145.b1755 511145.b0199 0 540 0 540
511145.b1755 511145.b2179 0 540 0 540
511145.b1755 511145.b2679 0 540 0 540
511145.b1755 511145.b3020 0 360 0 360
511145.b1755 511145.b1917 0 540 0 540
511145.b1756 511145.b0153 0 540 0 540
511145.b1756 511145.b4231 0 540 0 540
511145.b1756 511145.b1513 0 540 0 540
511145.b1756 511145.b3542 0 540 0 540
511145.b1756 511145.b0830 0 540 0 540
511145.b1756 511145.b3270 0 540 0 540
511145.b1756 511145.b0933 0 540 0 540
511145.b1756 511145.b2546 0 540 0 540
511145.b1756 511145.b0365 0 540 0 540
511145.b1756 511145.b3725 0 540 0 540
511145.b1756 511145.b1294 0 540 0 540
511145.b1756 511145.b0760 0 540 0 540
511145.b1756 511145.b0652 0 540 0 540
511145.b1756 511145.b1754 0 540 0 540
511145.b1756 511145.b4087 0 540 0 540
511145.b1756 511145.b4227 0 540 0 540
511145.b1756 511145.b0861 0 540 0 540
511145.b1756 511145.b3486 0 360 0 360
511145.b1756 511145.b1312 0 540 0 540
511145.b1756 511145.b3544 0 540 0 540
511145.b1756 511145.b4289 0 540 0 540
511145.b1756 511145.b0764 0 540 0 540
511145.b1756 511145.b3568 0 540 0 540
511145.b1756 511145.b1126 0 540 0 540
511145.b1756 511145.b3454 0 540 0 540
511145.b1756 511145.b1485 0 540 0 540
511145.b1756 511145.b2201 0 540 0 540
511145.b1756 511145.b0068 0 540 0 540
511145.b1756 511145.b4032 0 540 0 540
511145.b1756 511145.b0066 0 540 0 540
511145.b1756 511145.b0197 0 540 0 540
511145.b1756 511145.b2200 0 540 0 540
511145.b1756 511145.b2211 0 540 0 540
511145.b1756 511145.b0366 0 540 0 540
511145.b1756 511145.b1124 0 540 0 540
511145.b1756 511145.b2177 0 540 0 540
511145.b1756 511145.b2197 0 540 0 540
511145.b1756 511145.b4485 0 540 0 540
511145.b1756 511145.b1901 0 540 0 540
511145.b1756 511145.b3480 0 540 0 540
511145.b1756 511145.b1486 0 540 0 540
511145.b1756 511145.b2131 0 540 0 540
511145.b1756 511145.b1293 0 540 0 540
511145.b1756 511145.b3749 0 540 0 540
511145.b1756 511145.b0590 0 540 0 540
511145.b1756 511145.b2150 0 540 0 540
511145.b1756 511145.b1441 0 540 0 540
511145.b1756 511145.b1918 0 540 0 540
511145.b1756 511145.b2677 0 540 0 540
511145.b1756 511145.b0792 0 540 0 540
511145.b1756 511145.b3460 0 540 0 540
511145.b1756 511145.b0809 0 540 0 540
511145.b1756 511145.b0198 0 540 0 540
511145.b1756 511145.b1755 0 540 0 540
511145.b1756 511145.b0886 0 540 0 540
511145.b1756 511145.b3450 0 540 0 540
511145.b1756 511145.b2547 0 540 0 540
511145.b1756 511145.b3541 0 540 0 540
511145.b1756 511145.b2180 0 540 0 540
511145.b1756 511145.b4035 0 540 0 540
511145.b1756 511145.b0832 0 540 0 540
511145.b1756 511145.b2309 0 540 0 540
511145.b1756 511145.b3201 0 540 0 540
511145.b1756 511145.b1244 0 540 0 540
511145.b1756 511145.b3451 0 540 0 540
511145.b1756 511145.b0367 0 540 0 540
511145.b1756 511145.b1246 0 540 0 540
511145.b1756 511145.b1311 0 540 0 540
511145.b1756 511145.b2129 0 540 0 540
511145.b1756 511145.b3194 0 360 0 360
511145.b1756 511145.b3728 0 540 0 540
511145.b1756 511145.b2310 0 540 0 540
511145.b1756 511145.b1319 0 540 0 540
511145.b1756 511145.b0855 0 540 0 540
511145.b1756 511145.b2148 0 540 0 540
511145.b1756 511145.b4033 0 540 0 540
511145.b1756 511145.b2199 0 540 0 540
511145.b1756 511145.b1117 0 540 0 540
511145.b1756 511145.b2198 0 540 0 540
511145.b1756 511145.b3457 0 540 0 540
511145.b1756 511145.b3479 0 540 0 540
511145.b1756 511145.b0857 0 540 0 540
511145.b1756 511145.b0151 0 540 0 540
511145.b1756 511145.b3485 0 360 0 360
511145.b1756 511145.b3477 0 540 0 540
511145.b1756 511145.b0152 0 540 0 540
511145.b1756 511145.b1443 0 540 0 540
511145.b1756 511145.b0128 0 360 0 360
511145.b1756 511145.b0588 0 540 0 540
511145.b1756 511145.b2548 0 540 0 540
511145.b1756 511145.b1125 0 540 0 540
511145.b1756 511145.b1920 0 540 0 540
511145.b1756 511145.b2128 0 540 0 540
511145.b1756 511145.b0067 0 540 0 540
511145.b1756 511145.b2130 0 540 0 540
511145.b1756 511145.b1292 0 540 0 540
511145.b1756 511145.b2422 0 540 0 540
511145.b1756 511145.b4230 0 540 0 540
511145.b1756 511145.b3271 0 540 0 540
511145.b1756 511145.b0794 0 540 0 540
511145.b1756 511145.b2308 0 540 0 540
511145.b1756 511145.b0696 0 540 0 540
511145.b1756 511145.b3458 0 540 0 540
511145.b1756 511145.b1290 0 540 0 540
511145.b1756 511145.b3727 0 540 0 540
511145.b1756 511145.b0860 0 540 0 540
511145.b1756 511145.b3567 0 540 0 540
511145.b1756 511145.b2423 0 540 0 540
511145.b1756 511145.b0862 0 540 0 540
511145.b1756 511145.b0914 0 540 0 540
511145.b1756 511145.b4513 0 540 0 540
511145.b1756 511145.b4034 0 540 0 540
511145.b1756 511145.b1487 0 540 0 540
511145.b1756 511145.b4290 0 540 0 540
511145.b1756 511145.b3566 0 540 0 540
511145.b1756 511145.b0887 0 540 0 540
511145.b1756 511145.b0864 0 540 0 540
511145.b1756 511145.b3456 0 540 0 540
511145.b1756 511145.b0654 0 540 0 540
511145.b1756 511145.b3455 0 540 0 540
511145.b1756 511145.b2149 0 540 0 540
511145.b1756 511145.b0936 0 540 0 540
511145.b1756 511145.b1116 0 540 0 540
511145.b1756 511145.b2417 0 540 0 540
511145.b1756 511145.b0653 0 540 0 540
511145.b1756 511145.b0811 0 540 0 540
511145.b1756 511145.b0765 0 540 0 540
511145.b1756 511145.b2306 0 540 0 540
511145.b1756 511145.b0697 0 540 0 540
511145.b1756 511145.b1329 0 540 0 540
511145.b1756 511145.b0856 0 540 0 540
511145.b1756 511145.b1709 0 540 0 540
511145.b1756 511145.b0262 0 360 0 360
511145.b1756 511145.b0810 0 540 0 540
511145.b1756 511145.b4288 0 540 0 540
511145.b1756 511145.b2307 0 540 0 540
511145.b1756 511145.b3269 0 540 0 540
511145.b1756 511145.b1516 0 540 0 540
511145.b1756 511145.b1858 0 540 0 540
511145.b1756 511145.b3540 0 540 0 540
511145.b1756 511145.b3543 0 540 0 540
511145.b1756 511145.b1859 0 540 0 540
511145.b1756 511145.b0655 0 540 0 540
511145.b1756 511145.b4460 0 540 0 540
511145.b1756 511145.b0589 0 540 0 540
511145.b1756 511145.b0199 0 540 0 540
511145.b1756 511145.b3917 0 540 0 540
511145.b1756 511145.b2179 0 540 0 540
511145.b1756 511145.b2679 0 540 0 540
511145.b1756 511145.b3020 0 360 0 360
511145.b1756 511145.b1917 0 540 0 540
511145.b1756 511145.b1243 0 540 0 540
511145.b1756 511145.b1310 0 540 0 540
511145.b1756 511145.b0592 0 540 0 540
511145.b1756 511145.b4287 0 540 0 540
511145.b1756 511145.b1247 0 540 0 540
511145.b1756 511145.b1900 0 540 0 540
511145.b1756 511145.b4262 0 540 0 540
511145.b1756 511145.b0763 0 540 0 540
511145.b1756 511145.b1442 0 540 0 540
511145.b1756 511145.b3751 0 540 0 540
511145.b1756 511145.b2678 0 540 0 540
511145.b1756 511145.b1484 0 540 0 540
511145.b1756 511145.b0793 0 540 0 540
511145.b1756 511145.b2178 0 540 0 540
511145.b1756 511145.b3453 0 540 0 540
511145.b1756 511145.b1514 0 540 0 540
511145.b1756 511145.b3478 0 540 0 540
511145.b1756 511145.b1711 0 540 0 540
511145.b1756 511145.b1857 0 540 0 540
511145.b1756 511145.b4261 0 540 0 540
511145.b1756 511145.b0863 0 540 0 540
511145.b1756 511145.b2425 0 540 0 540
511145.b1756 511145.b1515 0 540 0 540
511145.b1756 511145.b0698 0 540 0 540
511145.b1756 511145.b4086 0 540 0 540
511145.b1756 511145.b0158 0 540 0 540
511145.b1756 511145.b4105 0 360 0 360
511145.b1756 511145.b0934 0 540 0 540
511145.b1756 511145.b1483 0 540 0 540
511145.b1756 511145.b1291 0 540 0 540
511145.b1756 511145.b3452 0 540 0 540
511145.b1756 511145.b0854 0 540 0 540
511145.b1756 511145.b3476 0 540 0 540
511145.b1756 511145.b1245 0 540 0 540
511145.b1756 511145.b4088 0 540 0 540
511145.b1756 511145.b0829 0 540 0 540
511145.b1756 511145.b1118 0 540 0 540
511145.b1756 511145.b3726 0 540 0 540
511145.b1756 511145.b1440 0 540 0 540
511145.b1756 511145.b2424 0 540 0 540
511145.b1756 511145.b3750 0 540 0 540
511145.b1756 511145.b0831 0 540 0 540
511145.b1757 511145.b1344 70 0 133 159
511145.b1757 511145.b0188 70 0 133 159
511145.b1757 511145.b2530 71 0 155 181
511145.b1759 511145.b2840 185 0 0 185
511145.b1761 511145.b2146 199 0 0 199
511145.b1761 511145.b2887 199 0 0 199
511145.b1761 511145.b3213 199 900 0 916
511145.b1761 511145.b3870 0 0 155 154
511145.b1761 511145.b2468 199 0 0 199
511145.b1761 511145.b2763 0 0 286 286
511145.b1761 511145.b3081 199 0 0 199
511145.b1761 511145.b3212 802 900 0 979
511145.b1761 511145.b0928 74 900 0 903
511145.b1761 511145.b1297 0 0 155 154
511145.b1761 511145.b2878 199 0 0 199
511145.b1762 511145.b0957 0 0 213 213
511145.b1762 511145.b2901 226 0 0 225
511145.b1762 511145.b1154 226 0 0 225
511145.b1762 511145.b1669 240 0 0 239
511145.b1762 511145.b1978 240 0 0 239
511145.b1762 511145.b0117 240 0 0 239
511145.b1762 511145.b1372 226 0 0 225
511145.b1762 511145.b1451 454 0 103 489
511145.b1762 511145.b2716 226 0 0 225
511145.b1762 511145.b3721 226 0 0 225
511145.b1762 511145.b1547 226 0 0 225
511145.b1762 511145.b0150 454 0 103 489
511145.b1763 511145.b2798 71 213 0 237
511145.b1763 511145.b0318 69 129 0 154
511145.b1763 511145.b4259 448 0 0 448
511145.b1763 511145.b3863 71 213 0 237
511145.b1763 511145.b4372 446 0 0 446
511145.b1763 511145.b1336 185 0 0 185
511145.b1763 511145.b1808 63 222 0 239
511145.b1763 511145.b2819 223 0 0 223
511145.b1763 511145.b4064 185 0 0 185
511145.b1763 511145.b0398 0 313 141 384
511145.b1763 511145.b2892 451 0 0 451
511145.b1763 511145.b2699 0 266 320 479
511145.b1763 511145.b0214 451 0 0 451
511145.b1763 511145.b2698 0 0 321 321
511145.b1763 511145.b0059 281 0 0 281
511145.b1763 511145.b3988 0 0 154 153
511145.b1763 511145.b3375 185 0 0 185
511145.b1763 511145.b3822 700 594 493 932
511145.b1763 511145.b0507 185 0 0 185
511145.b1763 511145.b4059 383 0 0 382
511145.b1763 511145.b1274 401 0 0 400
511145.b1763 511145.b0799 63 222 0 239
511145.b1763 511145.b2733 155 134 0 236
511145.b1764 511145.b3590 0 0 356 355
511145.b1764 511145.b3386 182 0 0 181
511145.b1765 511145.b3781 457 0 0 457
511145.b1765 511145.b0037 242 0 0 241
511145.b1765 511145.b2836 242 0 0 241
511145.b1765 511145.b0481 185 0 0 185
511145.b1765 511145.b1805 242 0 0 241
511145.b1765 511145.b2260 242 0 0 241
511145.b1765 511145.b1701 242 0 0 241
511145.b1767 511145.b0674 0 900 0 900
511145.b1767 511145.b0828 0 900 0 900
511145.b1767 511145.b2957 0 900 0 900
511145.b1767 511145.b3744 0 900 0 900
511145.b1771 511145.b0015 212 0 0 212
511145.b1771 511145.b3605 177 0 0 177
511145.b1771 511145.b2518 222 0 0 222
511145.b1771 511145.b1805 140 57 50 162
511145.b1771 511145.b4054 163 0 0 163
511145.b1771 511145.b0875 272 0 0 272
511145.b1771 511145.b1559 212 0 0 212
511145.b1771 511145.b1000 212 0 0 212
511145.b1771 511145.b2836 140 88 67 204
511145.b1771 511145.b2072 251 0 0 250
511145.b1771 511145.b0037 140 57 50 162
511145.b1771 511145.b0525 239 0 0 238
511145.b1771 511145.b3363 239 0 0 238
511145.b1771 511145.b3011 0 900 0 900
511145.b1771 511145.b2260 140 57 50 162
511145.b1771 511145.b1701 140 57 50 162
511145.b1771 511145.b3927 272 0 0 272
511145.b1771 511145.b0928 163 0 0 163
511145.b1772 511145.b0964 171 0 0 171
511145.b1773 511145.b3619 195 0 0 195
511145.b1773 511145.b3305 277 0 0 277
511145.b1773 511145.b3231 231 0 0 230
511145.b1773 511145.b3878 231 0 0 230
511145.b1773 511145.b3165 231 0 0 230
511145.b1773 511145.b0015 218 0 0 218
511145.b1773 511145.b1559 218 0 0 218
511145.b1773 511145.b3320 231 0 0 230
511145.b1773 511145.b4506 231 0 0 230
511145.b1773 511145.b1656 231 0 0 230
511145.b1773 511145.b1276 231 0 0 230
511145.b1773 511145.b0604 175 0 0 175
511145.b1773 511145.b3317 231 0 0 230
511145.b1773 511145.b3342 231 0 0 230
511145.b1773 511145.b3299 231 0 0 230
511145.b1773 511145.b3311 231 0 0 230
511145.b1773 511145.b1000 218 0 0 218
511145.b1773 511145.b2016 195 0 0 195
511145.b1773 511145.b3307 231 0 0 230
511145.b1773 511145.b3303 264 0 0 264
511145.b1773 511145.b3690 175 0 0 175
511145.b1773 511145.b3319 214 0 0 214
511145.b1773 511145.b3308 231 0 0 230
511145.b1773 511145.b0169 231 0 0 230
511145.b1773 511145.b3297 262 0 0 262
511145.b1773 511145.b2341 188 0 0 188
511145.b1773 511145.b3656 231 0 0 230
511145.b1773 511145.b3313 231 0 0 230
511145.b1773 511145.b3908 231 0 0 230
511145.b1773 511145.b2255 195 0 0 195
511145.b1773 511145.b3294 260 0 0 260
511145.b1773 511145.b3185 260 0 0 260
511145.b1773 511145.b4200 260 0 0 260
511145.b1773 511145.b3983 260 0 0 260
511145.b1773 511145.b2052 195 0 0 195
511145.b1773 511145.b3846 188 0 0 188
511145.b1773 511145.b1394 188 0 0 188
511145.b1773 511145.b2919 188 0 0 188
511145.b1773 511145.b3341 231 0 0 230
511145.b1773 511145.b0771 231 0 0 230
511145.b1773 511145.b1501 182 0 0 181
511145.b1773 511145.b2609 260 0 0 260
511145.b1773 511145.b2567 260 0 0 260
511145.b1773 511145.b3230 260 0 0 260
511145.b1773 511145.b3298 262 0 0 262
511145.b1773 511145.b0773 231 0 0 230
511145.b1773 511145.b3637 260 0 0 260
511145.b1773 511145.b1089 260 0 0 260
511145.b1773 511145.b3636 260 0 0 260
511145.b1773 511145.b3301 231 0 0 230
511145.b1773 511145.b3310 231 0 0 230
511145.b1773 511145.b2926 140 0 133 222
511145.b1773 511145.b2606 260 0 0 260
511145.b1773 511145.b3296 261 0 0 261
511145.b1773 511145.b1393 188 0 0 188
511145.b1773 511145.b3306 262 0 0 262
511145.b1773 511145.b0545 231 0 0 230
511145.b1773 511145.b1386 260 0 0 260
511145.b1773 511145.b0868 195 0 0 195
511145.b1773 511145.b3321 264 0 0 264
511145.b1773 511145.b0036 188 0 0 188
511145.b1773 511145.b3315 231 0 0 230
511145.b1776 511145.b1779 54 0 475 482
511145.b1778 511145.b3637 453 0 0 453
511145.b1778 511145.b3846 243 0 0 242
511145.b1778 511145.b1394 243 0 0 242
511145.b1778 511145.b3231 273 0 0 273
511145.b1778 511145.b1873 185 0 0 185
511145.b1778 511145.b3186 453 0 0 453
511145.b1778 511145.b3165 281 0 0 281
511145.b1778 511145.b2341 243 0 0 242
511145.b1778 511145.b4136 519 0 0 519
511145.b1778 511145.b2609 453 0 0 453
511145.b1778 511145.b3986 453 0 0 453
511145.b1778 511145.b0011 399 0 0 398
511145.b1778 511145.b3185 453 0 0 453
511145.b1778 511145.b3807 457 0 0 457
511145.b1778 511145.b3294 453 0 0 453
511145.b1778 511145.b4506 281 0 0 281
511145.b1778 511145.b3320 281 0 0 281
511145.b1778 511145.b3352 166 0 0 165
511145.b1778 511145.b3309 281 0 0 281
511145.b1778 511145.b3983 453 0 0 453
511145.b1778 511145.b3303 281 0 0 281
511145.b1778 511145.b3315 281 0 0 281
511145.b1778 511145.b0036 243 0 0 242
511145.b1778 511145.b1716 453 0 0 453
511145.b1778 511145.b3319 273 0 0 273
511145.b1778 511145.b1393 243 0 0 242
511145.b1778 511145.b0438 422 0 0 421
511145.b1778 511145.b3230 453 0 0 453
511145.b1778 511145.b3299 281 0 0 281
511145.b1778 511145.b3301 281 0 0 281
511145.b1778 511145.b2919 243 0 0 242
511145.b1778 511145.b3636 453 0 0 453
511145.b1779 511145.b0530 0 0 397 396
511145.b1779 511145.b2169 0 0 214 214
511145.b1779 511145.b1120 218 0 111 275
511145.b1779 511145.b1776 54 0 475 482
511145.b1779 511145.b2095 372 0 0 372
511145.b1779 511145.b4142 0 0 158 157
511145.b1779 511145.b2526 137 90 105 235
511145.b1779 511145.b0605 74 0 157 186
511145.b1779 511145.b4168 445 0 0 445
511145.b1779 511145.b3355 0 0 152 151
511145.b1779 511145.b2233 0 0 374 374
511145.b1779 511145.b2069 137 90 100 231
511145.b1779 511145.b1881 153 0 0 152
511145.b1779 511145.b2370 76 0 144 175
511145.b1779 511145.b4143 73 58 157 199
511145.b1779 511145.b1855 0 0 205 205
511145.b1779 511145.b3888 448 0 0 448
511145.b1779 511145.b2195 77 0 149 180
511145.b1779 511145.b0049 156 0 0 155
511145.b1779 511145.b1854 70 0 133 159
511145.b1779 511145.b1646 76 0 125 156
511145.b1779 511145.b0008 0 0 444 443
511145.b1779 511145.b4314 0 0 397 396
511145.b1779 511145.b2465 73 0 133 161
511145.b1779 511145.b2779 281 0 155 366
511145.b1779 511145.b0688 46 0 156 160
511145.b1779 511145.b3067 156 0 0 155
511145.b1779 511145.b3734 0 0 158 157
511145.b1779 511145.b3470 451 0 0 451
511145.b1779 511145.b3947 0 0 299 299
511145.b1779 511145.b2627 333 0 0 333
511145.b1779 511145.b2926 276 0 155 362
511145.b1779 511145.b3340 131 0 183 259
511145.b1779 511145.b0171 0 0 260 259
511145.b1779 511145.b2927 399 0 0 398
511145.b1779 511145.b3231 75 0 143 173
511145.b1779 511145.b2066 491 0 158 553
511145.b1779 511145.b0194 71 0 137 163
511145.b1779 511145.b1710 153 0 0 152
511145.b1779 511145.b3781 474 0 0 473
511145.b1779 511145.b3919 285 0 155 369
511145.b1779 511145.b0318 135 0 158 240
511145.b1779 511145.b0473 119 0 158 226
511145.b1779 511145.b3181 372 0 0 372
511145.b1779 511145.b3164 0 0 229 228
511145.b1779 511145.b1676 70 0 133 159
511145.b1779 511145.b0728 0 0 158 157
511145.b1779 511145.b0424 475 0 0 475
511145.b1779 511145.b3530 257 0 0 256
511145.b1779 511145.b3916 0 0 156 155
511145.b1779 511145.b3236 72 0 358 378
511145.b1779 511145.b0650 137 90 105 235
511145.b1779 511145.b0755 74 0 154 183
511145.b1779 511145.b2383 0 0 299 299
511145.b1779 511145.b4025 0 0 154 153
511145.b1779 511145.b0014 163 90 105 258
511145.b1779 511145.b0414 203 0 0 203
511145.b1780 511145.b2268 340 0 0 340
511145.b1780 511145.b4025 0 900 0 900
511145.b1781 511145.b1241 73 0 171 198
511145.b1782 511145.b0149 457 0 0 457
511145.b1784 511145.b0881 457 0 0 457
511145.b1785 511145.b1078 197 0 0 197
511145.b1785 511145.b0946 156 0 0 155
511145.b1785 511145.b0473 182 0 0 181
511145.b1786 511145.b1713 173 0 0 173
511145.b1786 511145.b1078 197 0 0 197
511145.b1786 511145.b4081 457 0 0 457
511145.b1787 511145.b0939 363 0 0 363
511145.b1794 511145.b0694 74 0 133 162
511145.b1794 511145.b1130 74 0 133 162
511145.b1794 511145.b4398 74 0 133 162
511145.b1794 511145.b1608 74 0 133 162
511145.b1794 511145.b1078 197 0 0 197
511145.b1794 511145.b0168 475 0 0 475
511145.b1794 511145.b4355 195 0 0 195
511145.b1794 511145.b3252 0 0 282 282
511145.b1794 511145.b3912 74 0 133 162
511145.b1794 511145.b4113 74 0 133 162
511145.b1794 511145.b0399 74 0 133 162
511145.b1794 511145.b0995 74 0 133 162
511145.b1794 511145.b2370 0 0 331 331
511145.b1794 511145.b2395 0 0 282 282
511145.b1794 511145.b3405 74 0 133 162
511145.b1794 511145.b4401 74 0 133 162
511145.b1794 511145.b1886 195 0 0 195
511145.b1794 511145.b1885 195 0 0 195
511145.b1794 511145.b1969 74 0 133 162
511145.b1794 511145.b3025 74 0 133 162
511145.b1794 511145.b3072 383 0 0 382
511145.b1794 511145.b1421 195 0 0 195
511145.b1794 511145.b1341 76 0 313 338
511145.b1794 511145.b2503 0 0 282 282
511145.b1794 511145.b3529 0 0 282 282
511145.b1794 511145.b1626 0 0 314 313
511145.b1794 511145.b0571 74 0 133 162
511145.b1794 511145.b1618 277 0 0 277
511145.b1794 511145.b1489 76 0 318 342
511145.b1794 511145.b2079 74 0 133 162
511145.b1794 511145.b0642 525 0 0 525
511145.b1794 511145.b2067 76 0 318 342
511145.b1798 511145.b0211 155 0 0 154
511145.b1800 511145.b2976 72 0 124 152
511145.b1800 511145.b0243 0 0 152 151
511145.b1800 511145.b0333 226 0 133 300
511145.b1800 511145.b0439 183 0 0 183
511145.b1800 511145.b0720 226 0 133 300
511145.b1800 511145.b0728 251 0 0 250
511145.b1800 511145.b3236 135 0 158 240
511145.b1800 511145.b3951 0 0 187 187
511145.b1800 511145.b0331 73 0 141 169
511145.b1800 511145.b4014 72 0 124 152
511145.b1800 511145.b1136 287 0 0 286
511145.b1802 511145.b2539 557 0 151 607
511145.b1802 511145.b1392 0 0 210 210
511145.b1802 511145.b0872 0 0 210 210
511145.b1802 511145.b1803 0 900 534 951
511145.b1803 511145.b1606 199 0 98 246
511145.b1803 511145.b2887 247 141 139 394
511145.b1803 511145.b3207 243 0 0 242
511145.b1803 511145.b2842 199 0 98 246
511145.b1803 511145.b2538 0 0 210 210
511145.b1803 511145.b4249 199 0 98 246
511145.b1803 511145.b2146 247 141 128 386
511145.b1803 511145.b2286 802 0 214 837
