protein1 protein2 experimental database textmining combined_score
511145.b4290 511145.b1246 0 540 0 540
511145.b4290 511145.b3451 0 540 0 540
511145.b4290 511145.b1311 0 540 0 540
511145.b4290 511145.b3194 0 360 0 360
511145.b4290 511145.b2129 0 540 0 540
511145.b4290 511145.b1319 0 540 0 540
511145.b4290 511145.b2310 0 540 0 540
511145.b4290 511145.b3728 0 540 0 540
511145.b4290 511145.b2148 0 540 0 540
511145.b4290 511145.b4033 0 540 0 540
511145.b4290 511145.b0855 0 540 0 540
511145.b4290 511145.b1117 0 540 0 540
511145.b4290 511145.b2199 0 540 0 540
511145.b4290 511145.b2198 0 540 0 540
511145.b4290 511145.b3457 0 540 0 540
511145.b4290 511145.b3479 0 540 0 540
511145.b4290 511145.b0857 0 540 0 540
511145.b4290 511145.b0215 484 0 0 483
511145.b4290 511145.b3721 171 0 0 171
511145.b4290 511145.b3485 0 360 0 360
511145.b4290 511145.b3477 0 540 0 540
511145.b4290 511145.b0151 0 540 0 540
511145.b4290 511145.b0588 0 540 0 540
511145.b4290 511145.b2548 0 540 0 540
511145.b4290 511145.b0152 0 540 0 540
511145.b4290 511145.b1443 0 540 0 540
511145.b4290 511145.b0128 0 360 0 360
511145.b4290 511145.b1125 0 540 0 540
511145.b4290 511145.b0067 0 540 0 540
511145.b4290 511145.b2130 0 540 0 540
511145.b4290 511145.b1920 0 540 0 540
511145.b4290 511145.b2128 0 540 0 540
511145.b4290 511145.b2308 0 540 0 540
511145.b4290 511145.b1292 0 540 0 540
511145.b4290 511145.b2422 0 540 0 540
511145.b4290 511145.b4230 0 540 0 540
511145.b4290 511145.b0794 0 540 0 540
511145.b4290 511145.b3271 0 540 0 540
511145.b4290 511145.b3727 0 540 0 540
511145.b4290 511145.b3458 0 540 0 540
511145.b4290 511145.b0696 0 540 0 540
511145.b4290 511145.b1290 0 540 0 540
511145.b4290 511145.b0860 0 540 0 540
511145.b4290 511145.b2423 0 540 0 540
511145.b4290 511145.b0862 0 540 0 540
511145.b4290 511145.b0914 0 540 0 540
511145.b4290 511145.b4513 0 540 0 540
511145.b4290 511145.b3567 0 540 0 540
511145.b4290 511145.b3566 0 540 0 540
511145.b4290 511145.b0887 0 540 0 540
511145.b4290 511145.b4034 0 540 0 540
511145.b4290 511145.b1487 0 540 0 540
511145.b4290 511145.b3455 0 540 0 540
511145.b4290 511145.b0654 0 540 0 540
511145.b4290 511145.b0153 0 540 106 571
511145.b4290 511145.b3456 0 540 0 540
511145.b4290 511145.b2149 0 540 0 540
511145.b4290 511145.b0936 0 540 0 540
511145.b4290 511145.b1116 0 540 0 540
511145.b4290 511145.b0653 0 540 0 540
511145.b4290 511145.b2417 0 540 0 540
511145.b4290 511145.b0765 0 540 0 540
511145.b4290 511145.b2306 0 540 0 540
511145.b4290 511145.b0811 0 540 0 540
511145.b4290 511145.b0697 0 540 0 540
511145.b4290 511145.b0856 0 540 0 540
511145.b4290 511145.b1329 0 540 0 540
511145.b4290 511145.b4288 0 900 310 928
511145.b4290 511145.b2307 0 540 0 540
511145.b4290 511145.b3269 0 540 0 540
511145.b4290 511145.b0262 0 360 0 360
511145.b4290 511145.b1709 0 540 0 540
511145.b4290 511145.b0810 0 540 0 540
511145.b4290 511145.b1550 171 0 0 171
511145.b4290 511145.b3540 0 540 0 540
511145.b4290 511145.b1858 0 540 0 540
511145.b4290 511145.b1516 0 540 0 540
511145.b4290 511145.b0470 549 0 0 549
511145.b4290 511145.b0831 0 540 0 540
511145.b4290 511145.b3750 0 540 0 540
511145.b4290 511145.b2424 0 540 0 540
511145.b4290 511145.b1118 0 540 0 540
511145.b4290 511145.b1440 0 540 0 540
511145.b4290 511145.b3726 0 540 0 540
511145.b4290 511145.b0829 0 540 0 540
511145.b4290 511145.b1756 0 540 0 540
511145.b4290 511145.b4088 0 540 0 540
511145.b4290 511145.b1245 0 540 0 540
511145.b4290 511145.b0854 0 540 0 540
511145.b4290 511145.b1291 0 540 0 540
511145.b4290 511145.b3452 0 540 0 540
511145.b4290 511145.b3476 0 540 0 540
511145.b4290 511145.b0158 0 540 0 540
511145.b4290 511145.b4105 0 360 0 360
511145.b4290 511145.b0698 0 540 0 540
511145.b4290 511145.b4086 0 540 0 540
511145.b4290 511145.b2805 171 0 0 171
511145.b4290 511145.b1483 0 540 0 540
511145.b4290 511145.b0934 0 540 0 540
511145.b4290 511145.b2425 0 540 0 540
511145.b4290 511145.b0863 0 540 0 540
511145.b4290 511145.b1515 0 540 0 540
511145.b4290 511145.b4261 0 540 0 540
511145.b4290 511145.b1711 0 540 0 540
511145.b4290 511145.b1857 0 540 0 540
511145.b4290 511145.b3453 0 540 0 540
511145.b4290 511145.b2178 0 540 0 540
511145.b4290 511145.b3478 0 540 0 540
511145.b4290 511145.b1514 0 540 0 540
511145.b4290 511145.b0793 0 540 0 540
511145.b4290 511145.b1484 0 540 0 540
511145.b4290 511145.b4262 0 540 0 540
511145.b4290 511145.b3751 0 540 0 540
511145.b4290 511145.b1442 0 540 0 540
511145.b4290 511145.b2678 0 540 0 540
511145.b4290 511145.b0763 0 540 0 540
511145.b4290 511145.b4287 0 900 325 929
511145.b4290 511145.b1900 0 540 0 540
511145.b4290 511145.b1247 0 540 0 540
511145.b4290 511145.b1310 0 540 0 540
511145.b4290 511145.b0592 0 540 0 540
511145.b4290 511145.b2679 0 540 0 540
511145.b4290 511145.b2179 0 540 0 540
511145.b4290 511145.b1243 0 540 0 540
511145.b4290 511145.b1917 0 540 0 540
511145.b4290 511145.b3020 0 360 0 360
511145.b4290 511145.b4460 0 540 0 540
511145.b4290 511145.b0655 0 540 0 540
511145.b4290 511145.b1859 0 540 0 540
511145.b4290 511145.b3543 0 540 0 540
511145.b4290 511145.b0199 0 540 0 540
511145.b4290 511145.b3917 0 540 0 540
511145.b4290 511145.b0589 0 540 0 540
511145.b4290 511145.b3542 0 540 0 540
511145.b4290 511145.b0830 0 540 0 540
511145.b4290 511145.b3270 0 540 0 540
511145.b4290 511145.b0864 0 540 0 540
511145.b4290 511145.b1513 0 540 0 540
511145.b4290 511145.b4231 0 540 0 540
511145.b4290 511145.b0933 0 540 0 540
511145.b4290 511145.b1294 0 540 0 540
511145.b4290 511145.b0760 0 540 0 540
511145.b4290 511145.b2546 0 540 0 540
511145.b4290 511145.b3725 0 540 0 540
511145.b4290 511145.b0365 0 540 0 540
511145.b4290 511145.b1754 0 540 0 540
511145.b4290 511145.b4087 0 540 0 540
511145.b4290 511145.b0652 0 540 0 540
511145.b4290 511145.b0764 0 540 0 540
511145.b4290 511145.b4289 0 900 161 912
511145.b4290 511145.b3544 0 540 0 540
511145.b4290 511145.b3568 0 540 0 540
511145.b4290 511145.b3486 0 360 0 360
511145.b4290 511145.b4227 0 540 0 540
511145.b4290 511145.b0861 0 540 0 540
511145.b4290 511145.b1312 0 540 0 540
511145.b4290 511145.b1126 0 540 0 540
511145.b4290 511145.b0068 0 540 0 540
511145.b4290 511145.b1485 0 540 0 540
511145.b4290 511145.b2201 0 540 0 540
511145.b4290 511145.b3454 0 540 0 540
511145.b4290 511145.b4032 0 540 0 540
511145.b4290 511145.b0066 0 540 0 540
511145.b4290 511145.b2200 0 540 0 540
511145.b4290 511145.b2211 0 540 0 540
511145.b4290 511145.b0197 0 540 0 540
511145.b4290 511145.b2177 0 540 0 540
511145.b4290 511145.b0366 0 540 0 540
511145.b4290 511145.b1124 0 540 0 540
511145.b4290 511145.b1901 0 540 0 540
511145.b4290 511145.b3480 0 540 0 540
511145.b4290 511145.b1486 0 540 0 540
511145.b4290 511145.b4485 0 540 0 540
511145.b4290 511145.b2197 0 540 0 540
511145.b4290 511145.b2131 0 540 0 540
511145.b4290 511145.b1441 0 540 0 540
511145.b4290 511145.b2677 0 540 0 540
511145.b4290 511145.b1918 0 540 0 540
511145.b4290 511145.b3749 0 540 0 540
511145.b4290 511145.b1293 0 540 0 540
511145.b4290 511145.b2150 0 540 0 540
511145.b4290 511145.b0590 0 540 106 571
511145.b4291 511145.b3821 0 0 234 234
511145.b4291 511145.b3006 0 900 0 900
511145.b4291 511145.b4288 0 0 278 278
511145.b4291 511145.b4289 0 0 269 269
511145.b4291 511145.b1252 526 900 653 982
511145.b4291 511145.b0929 0 0 245 244
511145.b4291 511145.b3005 0 900 0 900
511145.b4291 511145.b4292 457 0 389 654
511145.b4291 511145.b3386 0 0 439 439
511145.b4292 511145.b1102 493 0 0 493
511145.b4292 511145.b4291 457 0 389 654
511145.b4292 511145.b4289 0 0 157 156
511145.b4292 511145.b4288 0 0 214 214
511145.b4292 511145.b4293 457 0 536 737
511145.b4292 511145.b2573 0 0 153 152
511145.b4293 511145.b3295 242 0 236 395
511145.b4293 511145.b1626 158 0 136 241
511145.b4293 511145.b2555 381 0 0 381
511145.b4293 511145.b0117 206 0 0 206
511145.b4293 511145.b1978 206 0 0 206
511145.b4293 511145.b3988 568 0 240 657
511145.b4293 511145.b3649 182 0 0 181
511145.b4293 511145.b2741 0 0 154 153
511145.b4293 511145.b1669 206 0 0 206
511145.b4293 511145.b4292 457 0 536 737
511145.b4293 511145.b2118 381 0 0 381
511145.b4293 511145.b3067 0 0 154 153
511145.b4293 511145.b2572 457 0 149 518
511145.b4293 511145.b3202 0 0 154 153
511145.b4293 511145.b3987 256 0 176 360
511145.b4293 511145.b3461 0 0 154 153
511145.b4297 511145.b0269 0 900 0 900
511145.b4298 511145.b0268 0 900 0 900
511145.b4298 511145.b1103 198 0 79 229
511145.b4299 511145.b1355 154 0 0 153
511145.b4299 511145.b2502 171 0 0 171
511145.b4301 511145.b0088 286 0 0 286
511145.b4301 511145.b1378 0 0 315 315
511145.b4302 511145.b4304 0 900 0 900
511145.b4302 511145.b4565 0 900 0 900
511145.b4302 511145.b2094 0 900 0 900
511145.b4302 511145.b2093 0 900 0 900
511145.b4304 511145.b4302 0 900 0 900
511145.b4304 511145.b2094 0 900 0 900
511145.b4304 511145.b4565 0 900 0 900
511145.b4304 511145.b2093 0 900 0 900
511145.b4306 511145.b3350 160 0 0 159
511145.b4306 511145.b2569 166 0 0 165
511145.b4306 511145.b2662 343 0 0 343
511145.b4306 511145.b0047 160 0 0 159
511145.b4306 511145.b2507 189 0 0 189
511145.b4306 511145.b0586 0 0 314 313
511145.b4309 511145.b2236 226 0 0 225
511145.b4309 511145.b2720 283 0 0 282
511145.b4309 511145.b2282 347 0 0 347
511145.b4309 511145.b2562 283 0 0 282
511145.b4309 511145.b2276 280 0 0 280
511145.b4309 511145.b0586 0 0 315 315
511145.b4309 511145.b1000 199 0 0 199
511145.b4309 511145.b0183 243 0 0 242
511145.b4309 511145.b2525 226 0 0 225
511145.b4309 511145.b2284 479 0 0 479
511145.b4309 511145.b2195 237 0 0 237
511145.b4309 511145.b3527 318 0 0 317
511145.b4309 511145.b2281 283 0 0 282
511145.b4309 511145.b3152 414 0 0 414
511145.b4309 511145.b0872 226 0 0 225
511145.b4309 511145.b2488 283 0 0 282
511145.b4309 511145.b1803 226 0 0 225
511145.b4309 511145.b2520 0 209 49 215
511145.b4309 511145.b0037 192 0 72 218
511145.b4309 511145.b2285 476 0 0 476
511145.b4309 511145.b2277 340 0 0 340
511145.b4309 511145.b2288 378 0 0 378
511145.b4309 511145.b2283 479 0 0 479
511145.b4309 511145.b0947 226 0 0 225
511145.b4309 511145.b2287 367 0 0 367
511145.b4309 511145.b1559 199 0 0 199
511145.b4309 511145.b1494 318 0 0 317
511145.b4309 511145.b2836 192 0 212 336
511145.b4309 511145.b1094 464 0 0 463
511145.b4309 511145.b0015 199 0 0 199
511145.b4309 511145.b1805 192 0 72 218
511145.b4309 511145.b1392 226 0 0 225
511145.b4309 511145.b1378 283 0 0 282
511145.b4309 511145.b2286 802 0 0 802
511145.b4309 511145.b2260 192 0 72 218
511145.b4309 511145.b1701 192 0 72 218
511145.b4309 511145.b4211 414 0 0 414
511145.b4309 511145.b0318 153 0 142 242
511145.b4309 511145.b0869 414 0 0 414
511145.b4311 511145.b0552 0 540 0 540
511145.b4311 511145.b0572 0 540 0 540
511145.b4311 511145.b1615 0 540 0 540
511145.b4311 511145.b0411 0 540 0 540
511145.b4311 511145.b3875 0 540 0 540
511145.b4311 511145.b2215 0 540 0 540
511145.b4311 511145.b2062 0 540 0 540
511145.b4311 511145.b1319 0 540 0 540
511145.b4311 511145.b3720 0 540 0 540
511145.b4311 511145.b4143 161 0 0 161
511145.b4311 511145.b0957 0 540 0 540
511145.b4311 511145.b0929 0 540 0 540
511145.b4311 511145.b0241 0 540 0 540
511145.b4311 511145.b4036 0 540 0 540
511145.b4311 511145.b1967 0 540 0 540
511145.b4311 511145.b0681 0 540 0 540
511145.b4311 511145.b3966 0 540 0 540
511145.b4311 511145.b0983 0 540 0 540
511145.b4311 511145.b1377 0 540 0 540
511145.b4312 511145.b4314 0 0 326 325
511145.b4312 511145.b0530 0 0 328 328
511145.b4314 511145.b0533 0 0 918 918
511145.b4314 511145.b0944 179 0 0 179
511145.b4314 511145.b2233 0 0 619 619
511145.b4314 511145.b4320 253 0 933 947
511145.b4314 511145.b3229 0 0 415 414
511145.b4314 511145.b4315 900 0 625 960
511145.b4314 511145.b0939 179 0 0 179
511145.b4314 511145.b0530 0 0 218 218
511145.b4314 511145.b4316 958 0 820 992
511145.b4314 511145.b1503 266 0 0 266
511145.b4314 511145.b2336 179 0 0 179
511145.b4314 511145.b3047 179 0 0 179
511145.b4314 511145.b4319 266 0 0 266
511145.b4314 511145.b0140 179 0 0 179
511145.b4314 511145.b4312 0 0 326 325
511145.b4314 511145.b2110 179 0 0 179
511145.b4314 511145.b0534 0 0 955 955
511145.b4314 511145.b4318 0 0 955 955
511145.b4314 511145.b3143 179 0 0 179
511145.b4314 511145.b0717 179 0 0 179
511145.b4314 511145.b1779 0 0 397 396
511145.b4314 511145.b0531 179 0 716 756
511145.b4315 511145.b4052 176 0 0 175
511145.b4315 511145.b0530 0 0 626 626
511145.b4315 511145.b4314 900 0 625 960
511145.b4315 511145.b0531 179 0 0 179
511145.b4315 511145.b3143 179 0 0 179
511145.b4315 511145.b0939 179 0 0 179
511145.b4315 511145.b0717 179 0 0 179
511145.b4315 511145.b2110 179 0 0 179
511145.b4315 511145.b0534 0 0 648 648
511145.b4315 511145.b4318 0 0 648 648
511145.b4315 511145.b4320 253 0 432 557
511145.b4315 511145.b0533 0 0 418 418
511145.b4315 511145.b0944 179 0 0 179
511145.b4315 511145.b4316 914 0 0 914
511145.b4315 511145.b4317 904 0 0 903
511145.b4315 511145.b1503 266 0 0 266
511145.b4315 511145.b0140 179 0 0 179
511145.b4315 511145.b4319 266 0 0 266
511145.b4315 511145.b2336 179 0 0 179
511145.b4315 511145.b3047 179 0 0 179
511145.b4316 511145.b4319 638 0 0 637
511145.b4316 511145.b1199 0 0 192 192
511145.b4316 511145.b0719 179 0 0 179
511145.b4316 511145.b4318 966 0 867 995
511145.b4316 511145.b0938 179 0 0 179
511145.b4316 511145.b1504 179 0 0 179
511145.b4316 511145.b0534 179 0 867 886
511145.b4316 511145.b2333 269 0 0 269
511145.b4316 511145.b0943 179 0 0 179
511145.b4316 511145.b2339 285 0 0 284
511145.b4316 511145.b4317 961 0 0 961
511145.b4316 511145.b3142 179 0 0 179
511145.b4316 511145.b0533 0 0 982 982
511145.b4316 511145.b4320 962 0 982 999
511145.b4316 511145.b2233 0 0 708 708
511145.b4316 511145.b2111 179 0 0 179
511145.b4316 511145.b4315 914 0 0 914
511145.b4316 511145.b3043 179 0 0 179
511145.b4316 511145.b4314 958 0 820 992
511145.b4316 511145.b0530 179 0 736 773
511145.b4317 511145.b4315 904 0 0 903
511145.b4317 511145.b2339 251 0 0 250
511145.b4317 511145.b2333 222 0 0 222
511145.b4317 511145.b1503 257 0 0 256
511145.b4317 511145.b4316 961 0 0 961
511145.b4317 511145.b4319 802 0 0 802
511145.b4317 511145.b0090 176 0 0 175
511145.b4317 511145.b4320 945 0 0 945
511145.b4317 511145.b4318 904 0 0 903
511145.b4318 511145.b4320 922 0 970 997
511145.b4318 511145.b2233 0 0 673 673
511145.b4318 511145.b2110 179 0 0 179
511145.b4318 511145.b1503 266 0 0 266
511145.b4318 511145.b4317 904 0 0 903
511145.b4318 511145.b4316 966 0 867 995
511145.b4318 511145.b2336 179 0 0 179
511145.b4318 511145.b4319 923 0 102 928
511145.b4318 511145.b3047 179 0 0 179
511145.b4318 511145.b0140 179 0 0 179
511145.b4318 511145.b0533 0 0 960 960
511145.b4318 511145.b0944 179 0 0 179
511145.b4318 511145.b0531 179 0 867 886
511145.b4318 511145.b4314 0 0 955 955
511145.b4318 511145.b0530 0 0 908 908
511145.b4318 511145.b0717 179 0 0 179
511145.b4318 511145.b3143 179 0 0 179
511145.b4318 511145.b4315 0 0 648 648
511145.b4318 511145.b0939 179 0 0 179
511145.b4319 511145.b0719 266 0 0 266
511145.b4319 511145.b2109 257 0 0 256
511145.b4319 511145.b3142 266 0 0 266
511145.b4319 511145.b0139 257 0 0 256
511145.b4319 511145.b4317 802 0 0 802
511145.b4319 511145.b4316 638 0 0 637
511145.b4319 511145.b0534 266 0 0 266
511145.b4319 511145.b2111 266 0 0 266
511145.b4319 511145.b1504 266 0 0 266
511145.b4319 511145.b0938 266 0 0 266
511145.b4319 511145.b3144 257 0 0 256
511145.b4319 511145.b0532 257 0 0 256
511145.b4319 511145.b4320 916 0 0 915
511145.b4319 511145.b4318 923 0 102 928
511145.b4319 511145.b4315 266 0 0 266
511145.b4319 511145.b0940 257 0 0 256
511145.b4319 511145.b0718 222 0 0 222
511145.b4319 511145.b0530 266 0 0 266
511145.b4319 511145.b4314 266 0 0 266
511145.b4319 511145.b3216 257 0 0 256
511145.b4319 511145.b0943 266 0 0 266
511145.b4319 511145.b3043 266 0 0 266
511145.b4320 511145.b2111 253 0 0 252
511145.b4320 511145.b2233 0 0 347 347
511145.b4320 511145.b3142 253 0 0 252
511145.b4320 511145.b4317 945 0 0 945
511145.b4320 511145.b4314 253 0 933 947
511145.b4320 511145.b3043 253 0 0 252
511145.b4320 511145.b0530 253 0 933 947
511145.b4320 511145.b4315 253 0 432 557
511145.b4320 511145.b0938 253 0 0 252
511145.b4320 511145.b4318 922 0 970 997
511145.b4320 511145.b0534 253 0 968 975
511145.b4320 511145.b1504 253 0 0 252
511145.b4320 511145.b4319 916 0 0 915
511145.b4320 511145.b4316 962 0 982 999
511145.b4320 511145.b0719 253 0 0 252
511145.b4320 511145.b0531 76 0 980 980
511145.b4320 511145.b0943 253 0 0 252
511145.b4322 511145.b1581 0 900 0 900
511145.b4323 511145.b0912 175 0 0 175
511145.b4326 511145.b1235 967 0 723 990
511145.b4328 511145.b3141 226 0 0 225
511145.b4328 511145.b0678 226 0 0 225
511145.b4328 511145.b3718 226 0 0 225
511145.b4332 511145.b1015 0 0 153 152
511145.b4334 511145.b4335 493 0 266 611
511145.b4335 511145.b4334 493 0 266 611
511145.b4335 511145.b2988 343 0 0 343
511145.b4340 511145.b0307 211 0 0 211
511145.b4340 511145.b0308 211 0 0 211
511145.b4340 511145.b2208 261 0 0 261
511145.b4345 511145.b3439 153 0 0 152
511145.b4345 511145.b4161 153 0 0 152
511145.b4345 511145.b4346 983 900 609 999
511145.b4346 511145.b4167 178 0 0 177
511145.b4346 511145.b4345 983 900 609 999
511145.b4346 511145.b0473 158 0 0 157
511145.b4346 511145.b4180 188 0 0 188
511145.b4347 511145.b4043 0 0 274 274
511145.b4347 511145.b1507 272 0 0 272
511145.b4347 511145.b2370 0 0 281 281
511145.b4347 511145.b4385 272 0 0 272
511145.b4347 511145.b3210 0 0 302 302
511145.b4348 511145.b2894 0 540 0 540
511145.b4348 511145.b1741 0 540 0 540
511145.b4348 511145.b4349 978 540 981 999
511145.b4348 511145.b4350 547 540 960 990
511145.b4348 511145.b1861 0 540 0 540
511145.b4348 511145.b2114 162 0 0 161
511145.b4348 511145.b3811 0 540 0 540
511145.b4348 511145.b4058 0 540 0 540
511145.b4348 511145.b0440 396 0 0 396
511145.b4348 511145.b3863 487 0 0 487
511145.b4348 511145.b1860 0 540 0 540
511145.b4348 511145.b3417 468 0 0 468
511145.b4348 511145.b0779 0 540 0 540
511145.b4348 511145.b1274 166 0 0 165
511145.b4348 511145.b1913 0 540 0 540
511145.b4348 511145.b1863 0 540 0 540
511145.b4349 511145.b4348 978 540 981 999
511145.b4349 511145.b2580 181 0 0 181
511145.b4349 511145.b1863 0 540 0 540
511145.b4349 511145.b1741 0 540 0 540
511145.b4349 511145.b2894 0 540 0 540
511145.b4349 511145.b2266 154 0 0 153
511145.b4349 511145.b1861 0 540 0 540
511145.b4349 511145.b4350 396 540 978 993
511145.b4349 511145.b4058 0 540 0 540
511145.b4349 511145.b1860 0 540 0 540
511145.b4349 511145.b0779 487 540 0 753
511145.b4349 511145.b3998 197 0 0 197
511145.b4349 511145.b1913 0 540 0 540
511145.b4349 511145.b3197 215 0 0 215
511145.b4349 511145.b2184 0 0 186 186
511145.b4349 511145.b3811 0 540 0 540
511145.b4349 511145.b2708 215 0 0 215
511145.b4350 511145.b3811 0 540 0 540
511145.b4350 511145.b3737 513 0 144 565
511145.b4350 511145.b1861 0 540 0 540
511145.b4350 511145.b3733 545 0 145 594
511145.b4350 511145.b4348 547 540 960 990
511145.b4350 511145.b4349 396 540 978 993
511145.b4350 511145.b3731 545 0 140 591
511145.b4350 511145.b0779 0 540 0 540
511145.b4350 511145.b3735 513 0 0 513
511145.b4350 511145.b1741 0 540 0 540
511145.b4350 511145.b3313 0 0 157 156
511145.b4350 511145.b3732 530 0 151 583
511145.b4350 511145.b2894 0 540 0 540
511145.b4350 511145.b1860 0 540 0 540
511145.b4350 511145.b1863 0 540 0 540
511145.b4350 511145.b3734 510 0 145 563
511145.b4350 511145.b3738 269 0 145 348
511145.b4350 511145.b4058 0 540 0 540
511145.b4350 511145.b1913 0 540 0 540
511145.b4352 511145.b3495 277 0 0 277
511145.b4352 511145.b0168 420 0 0 420
511145.b4352 511145.b3781 457 0 0 457
511145.b4354 511145.b1614 559 0 0 559
511145.b4354 511145.b0098 559 0 0 559
511145.b4355 511145.b2218 77 0 121 153
511145.b4355 511145.b2395 151 0 0 150
511145.b4355 511145.b1489 245 0 0 244
511145.b4355 511145.b3529 151 0 0 150
511145.b4355 511145.b4013 215 0 0 215
511145.b4355 511145.b2503 151 0 0 150
511145.b4355 511145.b3925 216 0 0 216
511145.b4355 511145.b1886 0 540 401 712
511145.b4355 511145.b3210 190 0 313 419
511145.b4355 511145.b2067 245 0 0 244
511145.b4355 511145.b2930 216 0 0 216
511145.b4355 511145.b1888 937 800 490 992
511145.b4355 511145.b2786 77 0 297 323
511145.b4355 511145.b1285 201 0 0 201
511145.b4355 511145.b3252 151 0 0 150
511145.b4355 511145.b0993 77 0 170 201
511145.b4355 511145.b1881 0 540 0 540
511145.b4355 511145.b2370 77 0 293 319
511145.b4355 511145.b2517 160 0 0 159
511145.b4355 511145.b1794 195 0 0 195
511145.b4355 511145.b1884 0 540 753 881
511145.b4355 511145.b1421 0 540 0 540
511145.b4355 511145.b1887 955 800 687 996
511145.b4355 511145.b0473 155 0 0 154
511145.b4356 511145.b3687 151 0 0 150
511145.b4359 511145.b0048 173 0 0 173
511145.b4361 511145.b0440 0 540 0 540
511145.b4361 511145.b0184 0 540 0 540
511145.b4361 511145.b0812 0 540 0 540
511145.b4361 511145.b4362 0 540 930 966
511145.b4361 511145.b3935 0 540 0 540
511145.b4361 511145.b4259 0 540 0 540
511145.b4361 511145.b4201 0 540 433 728
511145.b4361 511145.b0640 0 540 0 540
511145.b4361 511145.b0470 54 540 0 546
511145.b4361 511145.b4372 0 540 0 540
511145.b4361 511145.b3822 0 540 0 540
511145.b4361 511145.b3149 0 540 0 540
